"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-02","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","146.7","","","","1"
"2020-03","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","146.5","","","","1"
"2020-04","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","146.0","","","","1"
"2020-05","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","145.6","","","","1"
"2020-06","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","146.4","","","","1"
"2020-07","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","146.4","","","","1"
"2020-08","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","146.8","","","","1"
"2020-09","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","147.3","","","","1"
"2020-10","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","148.3","","","","1"
"2020-11","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","148.7","","","","1"
"2020-12","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","148.7","","","","1"
"2021-01","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","148.4","","","","1"
"2021-02","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","148.8","","","","1"
"2021-03","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","150.0","","","","1"
"2021-04","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","150.7","","","","1"
"2021-05","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","151.7","","","","1"
"2021-06","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","152.8","","","","1"
"2021-07","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","153.5","","","","1"
"2021-08","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","153.9","","","","1"
"2021-09","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","154.4","","","","1"
"2021-10","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","155.4","","","","1"
"2021-11","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41691050","2.79","155.9","","","","1"
"2020-01","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","122.6","","","","1"
"2020-02","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","123.3","","","","1"
"2020-03","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","123.7","","","","1"
"2020-04","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.2","","","","1"
"2020-05","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","123.6","","","","1"
"2020-06","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","123.7","","","","1"
"2020-07","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.2","","","","1"
"2020-08","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.0","","","","1"
"2020-09","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.0","","","","1"
"2020-10","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.3","","","","1"
"2020-11","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.3","","","","1"
"2020-12","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","123.6","","","","1"
"2021-01","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.3","","","","1"
"2021-02","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.3","","","","1"
"2021-03","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","123.5","","","","1"
"2021-04","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.7","","","","1"
"2021-05","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.7","","","","1"
"2021-06","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","124.8","","","","1"
"2021-07","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","125.6","","","","1"
"2021-08","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","125.8","","","","1"
"2021-09","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","125.9","","","","1"
"2021-10","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","126.5","","","","1"
"2021-11","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41691067","2.96","126.3","","","","1"
"2020-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.8","","","","1"
"2020-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","97.4","","","","1"
"2020-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","99.0","","","","1"
"2020-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.2","","","","1"
"2020-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.5","","","","1"
"2020-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.4","","","","1"
"2020-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2020-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.5","","","","1"
"2020-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.5","","","","1"
"2020-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.4","","","","1"
"2020-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.2","","","","1"
"2020-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2021-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.9","","","","1"
"2021-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.7","","","","1"
"2021-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.7","","","","1"
"2021-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.9","","","","1"
"2021-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.1","","","","1"
"2021-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.4","","","","1"
"2021-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.0","","","","1"
"2021-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.3","","","","1"
"2021-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.7","","","","1"
"2021-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.0","","","","1"
"2021-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.9","","","","1"
"2020-01","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","143.4","","","","1"
"2020-02","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","144.0","","","","1"
"2020-03","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","138.9","","","","1"
"2020-04","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","136.7","","","","1"
"2020-05","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","139.7","","","","1"
"2020-06","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","142.8","","","","1"
"2020-07","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","142.8","","","","1"
"2020-08","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","141.5","","","","1"
"2020-09","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","140.4","","","","1"
"2020-10","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","141.1","","","","1"
"2020-11","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","141.3","","","","1"
"2020-12","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","142.3","","","","1"
"2021-01","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","144.9","","","","1"
"2021-02","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","147.1","","","","1"
"2021-03","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","148.8","","","","1"
"2021-04","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","149.5","","","","1"
"2021-05","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","150.3","","","","1"
"2021-06","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","150.8","","","","1"
"2021-07","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","152.2","","","","1"
"2021-08","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","153.8","","","","1"
"2021-09","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","153.2","","","","1"
"2021-10","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","155.4","","","","1"
"2021-11","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41691128","2.176","155.4","","","","1"
"2020-01","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","166.4","","","","1"
"2020-02","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","163.1","","","","1"
"2020-03","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","134.0","","","","1"
"2020-04","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","113.6","","","","1"
"2020-05","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","132.8","","","","1"
"2020-06","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","146.7","","","","1"
"2020-07","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","153.1","","","","1"
"2020-08","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","151.9","","","","1"
"2020-09","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","151.3","","","","1"
"2020-10","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","149.0","","","","1"
"2020-11","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","146.8","","","","1"
"2020-12","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","151.7","","","","1"
"2021-01","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","160.9","","","","1"
"2021-02","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","171.3","","","","1"
"2021-03","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","181.3","","","","1"
"2021-04","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","184.6","","","","1"
"2021-05","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","190.5","","","","1"
"2021-06","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","193.6","","","","1"
"2021-07","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","200.4","","","","1"
"2021-08","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","201.3","","","","1"
"2021-09","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","201.0","","","","1"
"2021-10","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","211.1","","","","1"
"2021-11","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41691136","2.184","210.8","","","","1"
"2020-01","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.6","","","","1"
"2020-02","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.8","","","","1"
"2020-03","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.6","","","","1"
"2020-04","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.7","","","","1"
"2020-05","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.4","","","","1"
"2020-06","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.3","","","","1"
"2020-07","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","128.8","","","","1"
"2020-08","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","129.6","","","","1"
"2020-09","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","129.8","","","","1"
"2020-10","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","130.2","","","","1"
"2020-11","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","130.6","","","","1"
"2020-12","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","130.0","","","","1"
"2021-01","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","130.3","","","","1"
"2021-02","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","130.5","","","","1"
"2021-03","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","130.5","","","","1"
"2021-04","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","132.5","","","","1"
"2021-05","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","132.4","","","","1"
"2021-06","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","132.6","","","","1"
"2021-07","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","133.4","","","","1"
"2021-08","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","133.3","","","","1"
"2021-09","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","133.7","","","","1"
"2021-10","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","133.9","","","","1"
"2021-11","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41691153","2.201","134.1","","","","1"
"2020-01","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","113.0","","","","1"
"2020-02","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.0","","","","1"
"2020-03","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.0","","","","1"
"2020-04","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","115.0","","","","1"
"2020-05","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","115.5","","","","1"
"2020-06","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.3","","","","1"
"2020-07","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.3","","","","1"
"2020-08","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.1","","","","1"
"2020-09","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.6","","","","1"
"2020-10","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.1","","","","1"
"2020-11","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","115.6","","","","1"
"2020-12","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","115.5","","","","1"
"2021-01","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.3","","","","1"
"2021-02","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.1","","","","1"
"2021-03","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.4","","","","1"
"2021-04","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","116.8","","","","1"
"2021-05","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","117.6","","","","1"
"2021-06","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","118.0","","","","1"
"2021-07","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","119.7","","","","1"
"2021-08","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","118.6","","","","1"
"2021-09","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","119.0","","","","1"
"2021-10","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","120.1","","","","1"
"2021-11","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41691170","2.219","118.5","","","","1"
"2020-01","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","171.4","","","","1"
"2020-02","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","171.4","","","","1"
"2020-03","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","171.5","","","","1"
"2020-04","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.1","","","","1"
"2020-05","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.1","","","","1"
"2020-06","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.2","","","","1"
"2020-07","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.0","","","","1"
"2020-08","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","171.8","","","","1"
"2020-09","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.1","","","","1"
"2020-10","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.5","","","","1"
"2020-11","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.1","","","","1"
"2020-12","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","171.4","","","","1"
"2021-01","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","172.5","","","","1"
"2021-02","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","173.2","","","","1"
"2021-03","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","173.6","","","","1"
"2021-04","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","174.4","","","","1"
"2021-05","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","175.2","","","","1"
"2021-06","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","175.5","","","","1"
"2021-07","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","175.0","","","","1"
"2021-08","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","176.2","","","","1"
"2021-09","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","175.8","","","","1"
"2021-10","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","176.2","","","","1"
"2021-11","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41691206","2.256","176.6","","","","1"
"2020-01","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","131.0","","","","1"
"2020-02","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.1","","","","1"
"2020-03","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.2","","","","1"
"2020-04","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","131.8","","","","1"
"2020-05","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","131.5","","","","1"
"2020-06","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.1","","","","1"
"2020-07","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","131.9","","","","1"
"2020-08","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","131.9","","","","1"
"2020-09","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","131.9","","","","1"
"2020-10","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.5","","","","1"
"2020-11","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.7","","","","1"
"2020-12","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.2","","","","1"
"2021-01","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","132.8","","","","1"
"2021-02","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","133.1","","","","1"
"2021-03","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","133.4","","","","1"
"2021-04","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","134.2","","","","1"
"2021-05","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41691233","2.285","134.6","","","","1"
