ObjectId,Date,Daily_Cases,Cumulative_Cases,Recoveries,Total_Recoveries,Deaths,Total_Deaths,New_ICU_Admissions,Current_ICU___Total,Current_ICU___Active,Cumulative_ICU_Admissions,New_IP_Admissions_Total,Current_Hospitalizations___Tota,Current_Hospitalizations___Acti,Cumulative_IP_Admissions,Non_ICU_Hospitalizations___Acti,Active_Cases__not_hospitalized_,Positivity_Rate,Daily_Tests,Cumulative_Tests
1,2020/03/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,341
2,2020/03/11 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,195,536
3,2020/03/12 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,295,831
4,2020/03/13 05:00:00+00,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0.3,405,1236
5,2020/03/14 05:00:00+00,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.3,333,1569
6,2020/03/15 05:00:00+00,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.3,264,1833
7,2020/03/16 05:00:00+00,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0.3,404,2237
8,2020/03/17 05:00:00+00,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0.7,539,2776
9,2020/03/18 05:00:00+00,7,14,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0.9,448,3224
10,2020/03/19 05:00:00+00,1,15,0,0,0,0,0,0,0,0,1,1,1,3,1,14,1.1,262,3486
11,2020/03/20 05:00:00+00,1,16,0,0,0,0,0,0,0,0,1,1,1,4,1,15,1.1,177,3663
12,2020/03/21 05:00:00+00,0,16,0,0,0,0,0,0,0,0,0,1,1,4,1,15,1.3,267,3930
13,2020/03/22 05:00:00+00,1,17,0,0,0,0,0,0,0,0,1,1,1,5,1,16,0.9,261,4191
14,2020/03/23 05:00:00+00,3,20,1,1,0,0,0,0,0,0,1,0,0,6,0,19,1.1,277,4468
15,2020/03/24 05:00:00+00,1,21,0,1,0,0,0,0,0,0,0,0,0,6,0,20,0.7,350,4818
16,2020/03/25 05:00:00+00,6,27,2,3,0,0,1,1,1,1,0,1,1,6,0,23,1.6,723,5541
17,2020/03/26 05:00:00+00,9,36,1,4,1,1,0,0,0,1,1,0,0,7,0,31,2.5,613,6154
18,2020/03/27 05:00:00+00,27,63,2,6,0,1,1,1,1,2,1,2,2,8,1,54,2.5,905,7059
19,2020/03/28 05:00:00+00,10,73,3,9,0,1,0,1,1,2,1,2,2,9,1,61,2.6,207,7266
20,2020/03/29 05:00:00+00,23,96,1,10,0,1,0,1,1,2,0,4,4,9,3,81,2.4,1194,8460
21,2020/03/30 05:00:00+00,9,105,3,13,0,1,0,1,1,2,1,3,3,10,2,88,2.6,375,8835
22,2020/03/31 05:00:00+00,27,132,4,17,0,1,2,3,3,4,1,4,4,11,1,110,1.9,1095,9930
23,2020/04/01 05:00:00+00,33,165,4,21,0,1,1,4,4,5,2,6,6,13,2,137,2.4,1269,11199
24,2020/04/02 05:00:00+00,16,181,4,25,1,2,2,5,5,7,1,9,9,14,4,145,2.4,623,11822
25,2020/04/03 05:00:00+00,10,191,12,37,0,2,1,6,6,8,2,10,10,16,4,142,2.7,619,12441
26,2020/04/04 05:00:00+00,11,202,1,38,0,2,0,6,6,8,1,10,10,17,4,152,2.3,479,12920
27,2020/04/05 05:00:00+00,1,203,4,42,0,2,1,7,7,9,1,10,10,18,3,149,2.5,457,13377
28,2020/04/06 05:00:00+00,13,216,31,73,1,3,1,6,6,10,0,11,11,18,5,129,1.9,781,14158
29,2020/04/07 05:00:00+00,3,219,25,98,0,3,0,6,6,10,1,11,11,19,5,107,1.4,559,14717
30,2020/04/08 05:00:00+00,2,221,18,116,0,3,0,5,5,10,2,11,11,21,6,91,1.1,548,15265
31,2020/04/09 05:00:00+00,6,227,13,129,1,4,0,5,5,10,0,10,10,21,5,84,1,1067,16332
32,2020/04/10 05:00:00+00,12,239,11,140,0,4,1,5,5,11,0,8,8,21,3,87,1.2,171,16503
33,2020/04/11 05:00:00+00,0,239,3,143,0,4,0,4,4,11,0,8,8,21,4,84,0.7,821,17324
34,2020/04/12 05:00:00+00,2,241,6,149,0,4,0,4,4,11,0,8,8,21,4,80,0.8,32,17356
35,2020/04/13 05:00:00+00,0,241,7,156,0,4,0,4,4,11,1,9,9,22,5,72,0.8,355,17711
36,2020/04/14 05:00:00+00,3,244,16,172,1,5,0,4,4,11,0,9,9,22,5,58,0.9,316,18027
37,2020/04/15 05:00:00+00,4,248,10,182,0,5,0,4,4,11,1,8,8,23,4,53,0.5,462,18489
38,2020/04/16 05:00:00+00,1,249,11,193,0,5,0,4,4,11,1,8,8,24,4,43,0.8,501,18990
39,2020/04/17 05:00:00+00,5,254,11,204,0,5,0,4,4,11,0,7,7,24,3,38,0.7,336,19326
40,2020/04/18 05:00:00+00,2,256,1,205,0,5,1,5,5,12,0,8,8,24,3,38,0.6,591,19917
41,2020/04/19 05:00:00+00,1,257,0,205,0,5,0,5,5,12,0,8,8,24,3,39,0.4,254,20171
42,2020/04/20 05:00:00+00,1,258,7,212,1,6,0,4,4,12,1,7,7,25,3,33,0.4,302,20473
43,2020/04/21 05:00:00+00,0,258,9,221,0,6,0,4,4,12,0,7,7,25,3,24,0.5,434,20907
44,2020/04/22 05:00:00+00,3,261,7,228,0,6,0,3,3,12,1,7,7,26,4,20,0.4,324,21231
45,2020/04/23 05:00:00+00,2,263,1,229,0,6,0,3,3,12,0,6,6,26,3,22,0.6,779,22010
46,2020/04/24 05:00:00+00,3,266,6,235,0,6,0,2,2,12,0,6,6,26,4,19,0.7,595,22605
47,2020/04/25 05:00:00+00,4,270,1,236,0,6,1,2,2,13,0,7,7,26,5,21,0.7,406,23011
48,2020/04/26 05:00:00+00,1,271,0,236,0,6,0,2,2,13,1,7,7,27,5,22,0.4,372,23383
49,2020/04/27 05:00:00+00,2,273,1,237,0,6,0,2,2,13,0,6,6,27,4,24,0.5,315,23698
50,2020/04/28 05:00:00+00,0,273,6,243,0,6,0,0,0,13,0,6,6,27,6,18,0.5,345,24043
51,2020/04/29 05:00:00+00,1,274,2,245,0,6,0,0,0,13,0,5,5,27,5,18,0.4,512,24555
52,2020/04/30 05:00:00+00,4,278,2,247,0,6,0,0,0,13,0,5,5,27,5,20,0.5,673,25228
53,2020/05/01 05:00:00+00,1,279,2,249,0,6,0,0,0,13,0,6,6,27,6,18,0.4,679,25907
54,2020/05/02 05:00:00+00,1,280,0,249,0,6,0,0,0,13,0,5,5,27,5,20,0.4,711,26618
55,2020/05/03 05:00:00+00,0,280,1,250,0,6,0,0,0,13,1,5,5,28,5,19,0.3,627,27245
56,2020/05/04 05:00:00+00,1,281,3,253,1,7,0,0,0,13,0,4,4,28,4,17,0.3,332,27577
57,2020/05/05 05:00:00+00,2,283,1,254,0,7,0,0,0,13,1,5,5,29,5,17,0.2,513,28090
58,2020/05/06 05:00:00+00,0,283,4,258,0,7,0,0,0,13,0,5,5,29,5,13,0.3,523,28613
59,2020/05/07 05:00:00+00,1,284,1,259,0,7,0,0,0,13,1,5,5,30,5,13,0.2,439,29052
60,2020/05/08 05:00:00+00,1,285,2,261,0,7,0,0,0,13,0,4,4,30,4,13,0.2,669,29721
61,2020/05/09 05:00:00+00,2,287,1,262,0,7,0,0,0,13,1,4,4,31,4,14,0.2,698,30419
62,2020/05/10 05:00:00+00,2,289,0,262,0,7,1,1,1,14,0,4,4,31,3,16,0.3,310,30729
63,2020/05/11 05:00:00+00,0,289,2,264,0,7,0,1,1,14,0,4,4,31,3,14,0.2,505,31234
64,2020/05/12 05:00:00+00,0,289,1,265,0,7,0,1,1,14,0,4,4,31,3,13,0.2,521,31755
65,2020/05/13 05:00:00+00,0,289,2,267,0,7,0,1,1,14,0,4,4,31,3,11,0.2,297,32052
66,2020/05/14 05:00:00+00,0,289,1,268,0,7,0,1,1,14,0,3,3,31,2,11,0.1,747,32799
67,2020/05/15 05:00:00+00,0,289,3,271,0,7,0,1,1,14,0,3,2,31,1,9,0,976,33775
68,2020/05/16 05:00:00+00,0,289,0,271,0,7,0,1,1,14,1,3,2,32,1,9,0,764,34539
69,2020/05/17 05:00:00+00,1,290,2,273,0,7,0,0,0,14,0,2,1,32,1,9,0.1,485,35024
70,2020/05/18 05:00:00+00,0,290,0,273,0,7,0,0,0,14,0,2,1,32,1,9,0.1,376,35400
71,2020/05/19 05:00:00+00,0,290,1,274,0,7,0,0,0,14,1,2,1,33,1,8,0.1,245,35645
72,2020/05/20 05:00:00+00,0,290,5,279,0,7,0,0,0,14,0,2,1,33,1,3,0.1,572,36217
73,2020/05/21 05:00:00+00,2,292,0,279,0,7,0,0,0,14,0,2,1,33,1,5,0.1,817,37034
74,2020/05/22 05:00:00+00,0,292,1,280,0,7,0,0,0,14,0,1,0,33,0,5,0.1,577,37611
75,2020/05/23 05:00:00+00,0,292,0,280,0,7,0,0,0,14,0,1,0,33,0,5,0.1,771,38382
76,2020/05/24 05:00:00+00,0,292,0,280,0,7,0,0,0,14,0,1,0,33,0,5,0.1,408,38790
77,2020/05/25 05:00:00+00,0,292,1,281,0,7,0,0,0,14,0,1,0,33,0,4,0.1,355,39145
78,2020/05/26 05:00:00+00,2,294,0,281,0,7,0,0,0,14,0,1,0,33,0,6,0.1,990,40135
79,2020/05/27 05:00:00+00,0,294,0,281,0,7,0,0,0,14,0,1,0,33,0,6,0.1,679,40814
80,2020/05/28 05:00:00+00,0,294,0,281,0,7,0,0,0,14,0,1,0,33,0,6,0.1,1315,42129
81,2020/05/29 05:00:00+00,0,294,0,281,0,7,0,0,0,14,0,1,0,33,0,6,0.1,702,42831
82,2020/05/30 05:00:00+00,1,295,0,281,0,7,0,0,0,14,0,1,0,33,0,7,0.1,779,43610
83,2020/05/31 05:00:00+00,0,295,0,281,0,7,0,0,0,14,0,1,0,33,0,7,0,808,44418
84,2020/06/01 05:00:00+00,3,298,0,281,0,7,0,0,0,14,0,1,0,33,0,10,0.1,378,44796
85,2020/06/02 05:00:00+00,0,298,2,283,0,7,0,0,0,14,0,1,0,33,0,8,0.1,827,45623
86,2020/06/03 05:00:00+00,2,300,0,283,0,7,0,0,0,14,0,1,0,33,0,10,0.2,870,46493
87,2020/06/04 05:00:00+00,0,300,0,283,0,7,0,0,0,14,1,1,0,34,0,10,0.2,624,47117
88,2020/06/05 05:00:00+00,0,300,0,283,0,7,0,0,0,14,0,1,0,34,0,10,0.2,621,47738
89,2020/06/06 05:00:00+00,0,300,0,283,0,7,0,0,0,14,1,0,0,35,0,10,0.1,1144,48882
90,2020/06/07 05:00:00+00,0,300,0,283,0,7,0,0,0,14,0,0,0,35,0,10,0.1,474,49356
91,2020/06/08 05:00:00+00,0,300,3,286,0,7,0,0,0,14,0,0,0,35,0,7,0,489,49845
92,2020/06/09 05:00:00+00,0,300,0,286,0,7,0,0,0,14,0,0,0,35,0,7,0,621,50466
93,2020/06/10 05:00:00+00,0,300,0,286,0,7,0,0,0,14,1,0,0,36,0,7,0,623,51089
94,2020/06/11 05:00:00+00,1,301,1,287,0,7,0,0,0,14,0,0,0,36,0,7,0.1,837,51926
95,2020/06/12 05:00:00+00,2,303,0,287,0,7,0,0,0,14,0,0,0,36,0,9,0.1,699,52625
96,2020/06/13 05:00:00+00,1,304,3,290,0,7,0,0,0,14,0,0,0,36,0,7,0.1,710,53335
97,2020/06/14 05:00:00+00,0,304,0,290,0,7,0,0,0,14,0,0,0,36,0,7,0.1,816,54151
98,2020/06/15 05:00:00+00,0,304,1,291,0,7,0,0,0,14,1,0,0,37,0,6,0.1,146,54297
99,2020/06/16 05:00:00+00,2,306,0,291,0,7,0,0,0,14,0,0,0,37,0,8,0.1,394,54691
100,2020/06/17 05:00:00+00,2,308,0,291,0,7,0,0,0,14,0,0,0,37,0,10,0.2,784,55475
101,2020/06/18 05:00:00+00,1,309,0,291,0,7,0,0,0,14,0,0,0,37,0,11,0.3,616,56091
102,2020/06/19 05:00:00+00,4,313,0,291,0,7,0,0,0,14,0,0,0,37,0,15,0.3,684,56775
103,2020/06/20 05:00:00+00,0,313,0,291,0,7,0,0,0,14,0,0,0,37,0,15,0.3,844,57619
104,2020/06/21 05:00:00+00,1,314,0,291,0,7,0,0,0,14,0,0,0,37,0,16,0.2,367,57986
105,2020/06/22 05:00:00+00,1,315,1,292,0,7,0,0,0,14,1,0,0,38,0,16,0.2,428,58414
106,2020/06/23 05:00:00+00,0,315,1,293,0,7,0,0,0,14,3,0,0,41,0,15,0.1,605,59019
107,2020/06/24 05:00:00+00,1,316,3,296,0,7,0,0,0,14,1,0,0,42,0,13,0,494,59513
108,2020/06/25 05:00:00+00,2,318,2,298,0,7,0,0,0,14,1,0,0,43,0,13,0.1,766,60279
109,2020/06/26 05:00:00+00,4,322,0,298,0,7,0,0,0,14,0,0,0,43,0,17,0.2,1071,61350
110,2020/06/27 05:00:00+00,0,322,3,301,0,7,0,0,0,14,0,0,0,43,0,14,0.2,950,62300
111,2020/06/28 05:00:00+00,2,324,0,301,0,7,0,0,0,14,0,0,0,43,0,16,0.3,466,62766
112,2020/06/29 05:00:00+00,1,325,1,302,0,7,0,0,0,14,0,0,0,43,0,16,0.3,240,63006
113,2020/06/30 05:00:00+00,0,325,2,304,0,7,0,0,0,14,0,0,0,43,0,14,0.2,524,63530
114,2020/07/01 05:00:00+00,0,325,0,304,0,7,0,0,0,14,0,0,0,43,0,14,0.1,412,63942
115,2020/07/02 05:00:00+00,0,325,1,305,0,7,0,0,0,14,0,0,0,43,0,13,0,822,64764
116,2020/07/03 05:00:00+00,0,325,2,307,0,7,0,0,0,14,1,0,0,44,0,11,0,287,65051
117,2020/07/04 05:00:00+00,0,325,2,309,0,7,0,0,0,14,1,0,0,45,0,9,0,681,65732
118,2020/07/05 05:00:00+00,0,325,0,309,0,7,0,0,0,14,0,0,0,45,0,9,0,651,66383
119,2020/07/06 05:00:00+00,0,325,0,309,0,7,0,0,0,14,0,0,0,45,0,9,0,289,66672
120,2020/07/07 05:00:00+00,0,325,2,311,0,7,0,0,0,14,0,0,0,45,0,7,0,555,67227
121,2020/07/08 05:00:00+00,0,325,1,312,0,7,0,0,0,14,0,0,0,45,0,6,0,579,67806
122,2020/07/09 05:00:00+00,0,325,2,314,0,7,0,0,0,14,0,0,0,45,0,4,0,1055,68861
123,2020/07/10 05:00:00+00,0,325,1,315,0,7,0,0,0,14,0,0,0,45,0,3,0,809,69670
124,2020/07/11 05:00:00+00,0,325,0,315,0,7,0,0,0,14,0,0,0,45,0,3,0,1042,70712
125,2020/07/12 05:00:00+00,0,325,1,316,0,7,0,0,0,14,1,0,0,46,0,2,0.1,528,71240
126,2020/07/13 05:00:00+00,5,330,2,318,0,7,0,0,0,14,1,0,0,47,0,5,0.1,369,71609
127,2020/07/14 05:00:00+00,0,330,0,318,0,7,0,0,0,14,0,0,0,47,0,5,0.2,559,72168
128,2020/07/15 05:00:00+00,1,331,1,319,0,7,0,0,0,14,0,0,0,47,0,5,0.2,772,72940
129,2020/07/16 05:00:00+00,5,336,0,319,0,7,0,0,0,14,0,0,0,47,0,10,0.4,896,73836
130,2020/07/17 05:00:00+00,1,337,0,319,0,7,0,0,0,14,1,0,0,48,0,11,0.2,771,74607
131,2020/07/18 05:00:00+00,5,342,0,319,0,7,1,1,1,15,0,1,1,48,0,15,0.3,1144,75751
132,2020/07/19 05:00:00+00,13,355,1,320,0,7,0,1,1,15,1,1,1,49,0,27,0.6,687,76438
133,2020/07/20 05:00:00+00,12,367,2,322,0,7,0,1,1,15,1,1,1,50,0,37,0.8,1007,77445
134,2020/07/21 05:00:00+00,7,374,1,323,0,7,0,1,1,15,1,1,1,51,0,43,0.8,889,78334
135,2020/07/22 05:00:00+00,6,380,0,323,0,7,1,2,2,16,1,2,2,52,0,48,0.9,1026,79360
136,2020/07/23 05:00:00+00,5,385,0,323,0,7,0,2,2,16,0,2,2,52,0,53,0.8,1915,81275
137,2020/07/24 05:00:00+00,6,391,2,325,0,7,0,2,2,16,0,2,2,52,0,57,0.5,1291,82566
138,2020/07/25 05:00:00+00,5,396,2,327,1,8,0,2,2,16,0,2,2,52,0,59,0.4,1621,84187
139,2020/07/26 05:00:00+00,5,401,4,331,0,8,0,2,2,16,1,3,3,53,1,59,0.4,885,85072
140,2020/07/27 05:00:00+00,3,404,8,339,0,8,0,2,2,16,0,3,3,53,1,54,0.4,805,85877
141,2020/07/28 05:00:00+00,3,407,6,345,0,8,0,2,2,16,6,6,6,59,4,48,0.4,620,86497
142,2020/07/29 05:00:00+00,3,410,7,352,0,8,2,4,4,18,0,6,6,59,2,44,0.4,1322,87819
143,2020/07/30 05:00:00+00,6,416,14,366,0,8,0,4,4,18,2,7,7,61,3,35,0.4,1335,89154
144,2020/07/31 05:00:00+00,6,422,8,374,0,8,1,4,4,19,0,7,7,61,3,33,0.3,2284,91438
145,2020/08/01 05:00:00+00,14,436,3,377,0,8,1,4,4,20,2,8,8,63,4,43,0.4,1346,92784
146,2020/08/02 05:00:00+00,5,441,2,379,0,8,1,5,5,21,1,9,9,64,4,45,0.4,1288,94072
147,2020/08/03 05:00:00+00,2,443,5,384,0,8,0,4,4,21,1,9,9,65,5,42,0.5,855,94927
148,2020/08/04 05:00:00+00,3,446,5,389,0,8,0,4,4,21,4,9,9,69,5,40,0.5,1716,96643
149,2020/08/05 05:00:00+00,29,475,4,393,0,8,2,6,6,23,2,11,11,71,5,63,0.9,1104,97747
150,2020/08/06 05:00:00+00,17,492,5,398,0,8,0,4,4,23,1,10,10,72,6,76,1.1,1403,99150
151,2020/08/07 05:00:00+00,16,508,3,401,0,8,0,4,4,23,0,11,11,72,7,88,1.2,2129,101279
152,2020/08/08 05:00:00+00,35,543,5,406,0,8,0,4,4,23,0,8,8,72,4,121,1.4,1479,102758
153,2020/08/09 05:00:00+00,17,560,1,407,0,8,0,3,3,23,2,8,8,74,5,137,1.5,1437,104195
154,2020/08/10 05:00:00+00,3,563,3,410,0,8,1,4,4,24,0,7,7,74,3,138,1.2,768,104963
155,2020/08/11 05:00:00+00,15,578,11,421,0,8,0,4,4,24,1,6,6,75,2,143,1,1802,106765
156,2020/08/12 05:00:00+00,25,603,7,428,0,8,0,3,3,24,2,8,8,77,5,159,1.2,1733,108498
157,2020/08/13 05:00:00+00,38,641,9,437,0,8,1,4,4,25,3,10,10,80,6,186,1.2,2261,110759
158,2020/08/14 05:00:00+00,19,660,17,454,1,9,0,3,3,25,1,9,9,81,6,188,1.4,1920,112679
159,2020/08/15 05:00:00+00,36,696,40,494,1,10,0,3,3,25,1,9,9,82,6,183,1.4,1887,114566
160,2020/08/16 05:00:00+00,40,736,15,509,1,11,0,3,3,25,2,10,10,84,7,206,1.7,1601,116167
161,2020/08/17 05:00:00+00,13,749,19,528,1,12,0,2,2,25,3,9,8,87,6,201,1.7,1110,117277
162,2020/08/18 05:00:00+00,15,764,31,559,0,12,0,2,2,25,0,8,7,87,5,186,1.6,1280,118557
163,2020/08/19 05:00:00+00,33,797,16,575,0,12,0,1,1,25,1,8,7,88,6,203,1.8,1675,120232
164,2020/08/20 05:00:00+00,35,832,19,594,0,12,0,1,0,25,3,6,4,91,4,222,1.9,1941,122173
165,2020/08/21 05:00:00+00,42,874,27,621,0,12,0,1,0,25,2,7,5,93,5,236,1.7,1994,124167
166,2020/08/22 05:00:00+00,98,972,13,634,0,12,0,0,0,25,0,8,6,93,6,320,2.6,1670,125837
167,2020/08/23 05:00:00+00,28,1000,20,654,1,13,1,1,1,26,0,8,5,93,4,328,2.7,1537,127374
168,2020/08/24 05:00:00+00,28,1028,14,668,0,13,0,1,1,26,3,9,6,96,5,341,2.6,1065,128439
169,2020/08/25 05:00:00+00,26,1054,32,700,0,13,0,1,1,26,2,10,7,98,6,334,3,1181,129620
170,2020/08/26 05:00:00+00,33,1087,32,732,1,14,0,1,1,26,3,8,5,101,4,336,3,1413,131033
171,2020/08/27 05:00:00+00,27,1114,40,772,0,14,0,1,1,26,1,8,5,102,4,323,2.3,1245,132278
172,2020/08/28 05:00:00+00,47,1161,47,819,0,14,0,1,1,26,4,11,8,106,7,320,2.5,1697,133975
173,2020/08/29 05:00:00+00,36,1197,34,853,0,14,0,1,1,26,0,12,9,106,8,321,2.2,1961,135936
174,2020/08/30 05:00:00+00,25,1222,49,902,0,14,0,1,1,26,1,12,8,107,7,298,1.9,1694,137630
175,2020/08/31 05:00:00+00,18,1240,45,947,0,14,0,1,1,26,0,15,11,107,10,268,2.1,552,138182
176,2020/09/01 05:00:00+00,7,1247,42,989,1,15,0,1,1,26,1,14,10,108,9,233,1.7,1573,139755
177,2020/09/02 05:00:00+00,20,1267,31,1020,1,16,0,1,1,26,1,13,9,109,8,222,1.3,1359,141114
178,2020/09/03 05:00:00+00,9,1276,31,1051,0,16,0,1,1,26,5,13,8,114,7,201,1.3,1744,142858
179,2020/09/04 05:00:00+00,33,1309,32,1083,0,16,1,2,2,27,1,16,11,115,9,199,1.4,1869,144727
180,2020/09/05 05:00:00+00,16,1325,28,1111,0,16,0,2,2,27,1,15,10,116,8,188,1.1,1696,146423
181,2020/09/06 05:00:00+00,16,1341,26,1137,0,16,0,2,2,27,0,15,10,116,8,178,1.2,1076,147499
182,2020/09/07 05:00:00+00,10,1351,22,1159,0,16,1,3,3,28,4,15,10,120,7,166,1.4,1290,148789
183,2020/09/08 05:00:00+00,16,1367,23,1182,0,16,0,3,3,28,1,13,9,121,6,160,1.3,660,149449
184,2020/09/09 05:00:00+00,14,1381,17,1199,0,16,0,3,3,28,0,13,9,121,6,157,1.3,1174,150623
185,2020/09/10 05:00:00+00,15,1396,16,1215,0,16,0,3,3,28,3,15,11,124,8,154,1.4,1490,152113
186,2020/09/11 05:00:00+00,17,1413,11,1226,0,16,0,3,3,28,3,16,12,127,9,159,1.4,1608,153721
187,2020/09/12 05:00:00+00,20,1433,18,1244,0,16,0,2,2,28,1,19,14,128,12,159,1.3,1531,155252
188,2020/09/13 05:00:00+00,19,1452,16,1260,0,16,0,2,2,28,1,16,11,129,9,165,1.4,1047,156299
189,2020/09/14 05:00:00+00,17,1469,22,1282,0,16,0,2,2,28,3,16,11,132,9,160,1.4,1470,157769
190,2020/09/15 05:00:00+00,23,1492,20,1302,0,16,0,2,2,28,2,13,7,134,5,167,1.5,1287,159056
191,2020/09/16 05:00:00+00,11,1503,8,1310,0,16,0,1,1,28,3,14,8,137,7,169,1.7,1414,160470
192,2020/09/17 05:00:00+00,40,1543,24,1334,0,16,0,1,1,28,2,15,8,139,7,185,1.7,1399,161869
193,2020/09/18 05:00:00+00,17,1560,21,1355,0,16,1,2,1,29,1,15,7,140,6,182,1.6,1678,163547
194,2020/09/19 05:00:00+00,29,1589,22,1377,0,16,0,2,1,29,3,15,7,143,6,189,1.9,1465,165012
195,2020/09/20 05:00:00+00,22,1611,12,1389,2,18,0,2,1,29,1,13,5,144,4,199,1.9,1480,166492
196,2020/09/21 05:00:00+00,24,1635,15,1404,1,19,0,2,1,29,5,12,5,149,4,207,2,1210,167702
197,2020/09/22 05:00:00+00,42,1677,15,1419,0,19,2,4,3,31,5,14,8,154,5,231,2.1,1693,169395
198,2020/09/23 05:00:00+00,40,1717,22,1441,0,19,1,5,4,32,2,13,7,156,3,250,2.6,1745,171140
199,2020/09/24 05:00:00+00,58,1775,23,1464,0,19,1,6,5,33,2,17,11,158,6,281,2.5,2562,173702
200,2020/09/25 05:00:00+00,66,1841,27,1491,0,19,0,5,5,33,4,17,11,162,6,320,2.4,2615,176317
201,2020/09/26 05:00:00+00,42,1883,21,1512,1,20,1,6,6,34,3,18,12,165,6,339,2.3,2378,178695
202,2020/09/27 05:00:00+00,44,1927,16,1528,0,20,0,6,6,34,2,18,12,167,6,367,2.2,1576,180271
203,2020/09/28 05:00:00+00,35,1962,18,1546,0,20,1,7,7,35,3,20,14,170,7,382,2.2,1396,181667
204,2020/09/29 05:00:00+00,38,2000,14,1560,1,21,2,8,8,37,4,19,13,174,5,406,2,2450,184117
205,2020/09/30 05:00:00+00,33,2033,28,1588,0,21,0,8,8,37,9,21,15,183,7,409,2.1,1780,185897
206,2020/10/01 05:00:00+00,40,2073,20,1608,1,22,1,8,8,38,4,24,18,187,10,425,2.2,1443,187340
207,2020/10/02 05:00:00+00,45,2118,19,1627,0,22,0,8,7,38,7,27,20,194,13,449,2.3,2313,189653
208,2020/10/03 05:00:00+00,44,2162,9,1636,1,23,0,8,7,38,8,28,21,202,14,482,2.2,2096,191749
209,2020/10/04 05:00:00+00,28,2190,19,1655,1,24,1,8,7,39,3,30,23,205,16,488,2.3,1235,192984
210,2020/10/05 05:00:00+00,56,2246,28,1683,0,24,0,8,7,39,10,34,27,215,20,512,2.5,1917,194901
211,2020/10/06 05:00:00+00,45,2291,16,1699,3,27,0,6,5,39,12,31,24,227,19,541,2.6,2370,197271
212,2020/10/07 05:00:00+00,58,2349,25,1724,1,28,1,7,6,40,9,32,25,236,19,572,2.9,2739,200010
213,2020/10/08 05:00:00+00,97,2446,31,1755,3,31,1,7,6,41,5,32,25,241,19,635,3,3001,203011
214,2020/10/09 05:00:00+00,86,2532,24,1779,1,32,1,7,6,42,9,31,24,250,18,697,3.2,2371,205382
215,2020/10/10 05:00:00+00,130,2662,29,1808,1,33,0,7,6,42,8,31,24,258,18,797,3.1,3310,208692
216,2020/10/11 05:00:00+00,90,2752,23,1831,1,34,0,7,6,42,5,34,26,263,20,861,3.3,2051,210743
217,2020/10/12 05:00:00+00,67,2819,27,1858,2,36,0,7,5,42,6,35,26,269,21,899,3.5,2205,212948
218,2020/10/13 05:00:00+00,127,2946,52,1910,2,38,1,5,2,43,8,31,20,277,18,978,4.4,2084,215032
219,2020/10/14 05:00:00+00,160,3106,40,1950,0,38,0,5,2,43,15,30,21,292,19,1097,4.9,2119,217151
220,2020/10/15 05:00:00+00,76,3182,44,1994,0,38,2,6,3,45,7,30,21,299,18,1129,5.3,2171,219322
221,2020/10/16 05:00:00+00,106,3288,37,2031,1,39,1,6,3,46,12,35,24,311,21,1194,5,2750,222072
222,2020/10/17 05:00:00+00,35,3323,31,2062,3,42,1,7,4,47,7,33,22,318,18,1197,4.7,2490,224562
223,2020/10/18 05:00:00+00,68,3391,18,2080,1,43,1,7,4,48,5,32,21,323,17,1247,4.2,1727,226289
224,2020/10/19 05:00:00+00,136,3527,49,2129,0,43,0,7,4,48,9,39,27,332,23,1328,4.2,2223,228512
225,2020/10/20 05:00:00+00,168,3695,59,2188,4,47,1,8,5,49,5,42,28,337,23,1432,4.8,2210,230722
226,2020/10/21 05:00:00+00,160,3855,67,2255,3,50,1,9,5,50,15,51,39,352,34,1511,5.7,2258,232980
227,2020/10/22 05:00:00+00,178,4033,93,2348,1,51,0,8,4,50,12,62,50,364,46,1584,6.5,2653,235633
228,2020/10/23 05:00:00+00,164,4197,89,2437,2,53,1,9,5,51,15,81,68,379,63,1639,6.7,2208,237841
229,2020/10/24 05:00:00+00,164,4361,45,2482,2,55,5,14,10,56,6,88,76,385,66,1748,6.8,2255,240096
230,2020/10/25 05:00:00+00,126,4487,58,2540,3,58,4,17,12,60,11,92,80,396,68,1809,6.9,2225,242321
231,2020/10/26 05:00:00+00,200,4687,70,2610,1,59,0,15,11,60,15,94,83,411,72,1935,7.3,1740,244061
232,2020/10/27 05:00:00+00,174,4861,85,2695,5,64,1,15,11,61,18,98,87,429,76,2015,7.3,3427,247488
233,2020/10/28 05:00:00+00,289,5150,149,2844,2,66,7,22,18,68,8,108,97,437,79,2143,8.5,3514,251002
234,2020/10/29 05:00:00+00,373,5523,115,2959,1,67,1,22,17,69,13,116,102,450,85,2395,8.6,3131,254133
