ObjectId,Date,Daily_Cases,Cumulative_Cases,Recoveries,Total_Recoveries,Deaths,Total_Deaths,New_ICU_Admissions,Current_ICU___Total,Current_ICU___Active,Cumulative_ICU_Admissions,New_IP_Admissions_Total,Current_Hospitalizations___Tota,Current_Hospitalizations___Acti,Cumulative_IP_Admissions,Non_ICU_Hospitalizations___Acti,Active_Cases__not_hospitalized_,Positivity_Rate,Daily_Tests,Cumulative_Tests
548,2021/09/08 05:00:00+00,55,59107,41,57122,1,1202,4,14,5,886,8,95,38,4138,33,745,2.7,2463,943396
549,2021/09/09 05:00:00+00,98,59205,49,57171,1,1203,2,15,6,888,6,94,39,4144,33,792,3,2646,946042
550,2021/09/10 05:00:00+00,70,59275,53,57224,1,1204,0,13,5,888,7,94,39,4151,34,808,3.2,2280,948322
551,2021/09/11 05:00:00+00,59,59334,49,57273,0,1204,1,13,6,889,2,90,36,4153,30,821,3.3,1936,950258
552,2021/09/12 05:00:00+00,38,59372,41,57314,1,1205,1,13,6,890,4,87,34,4157,28,819,3.3,1812,952070
553,2021/09/13 05:00:00+00,50,59422,41,57355,0,1205,1,13,6,891,2,86,35,4159,29,827,3.3,2180,954250
554,2021/09/14 05:00:00+00,47,59469,49,57404,0,1205,1,14,7,892,7,88,35,4166,28,825,2.9,2538,956788
555,2021/09/15 05:00:00+00,69,59538,44,57448,0,1205,1,13,7,893,1,82,34,4167,27,851,2.6,2979,959767
556,2021/09/16 05:00:00+00,76,59614,67,57515,1,1206,0,12,6,893,10,90,41,4177,35,852,2.6,2912,962679
557,2021/09/17 05:00:00+00,46,59660,58,57573,0,1206,2,14,8,895,3,86,38,4180,30,843,2.4,2859,965538
558,2021/09/18 05:00:00+00,61,59721,62,57635,2,1208,0,12,6,895,5,83,36,4185,30,842,2.5,2628,968166
559,2021/09/19 05:00:00+00,40,59761,51,57686,0,1208,1,13,7,896,6,87,40,4191,33,827,2.4,2472,970638
560,2021/09/20 05:00:00+00,60,59821,54,57740,0,1208,3,16,9,899,8,93,44,4199,35,829,2.4,2362,973000
561,2021/09/21 05:00:00+00,54,59875,64,57804,0,1208,0,16,9,899,6,93,44,4205,35,819,2.3,3059,976059
562,2021/09/22 05:00:00+00,71,59946,154,57958,0,1208,3,15,10,902,6,89,44,4211,34,736,2.3,3378,979437
563,2021/09/23 05:00:00+00,61,60007,56,58014,1,1209,2,16,11,904,10,92,46,4221,35,738,2.1,3777,983214
564,2021/09/24 05:00:00+00,94,60101,59,58073,0,1209,2,16,11,906,9,95,49,4230,38,770,2.3,3908,987122
565,2021/09/25 05:00:00+00,126,60227,73,58146,2,1211,2,16,11,908,8,94,48,4238,37,822,2.6,3551,990673
566,2021/09/26 05:00:00+00,71,60298,51,58197,1,1212,4,20,15,912,12,98,53,4250,38,836,2.7,2485,993158
567,2021/09/27 05:00:00+00,40,60338,64,58261,0,1212,2,20,15,914,12,104,54,4262,39,811,2.8,2428,995586
568,2021/09/28 05:00:00+00,113,60451,75,58336,0,1212,1,20,15,915,12,108,56,4274,41,847,3.1,3338,998924
569,2021/09/29 05:00:00+00,105,60556,54,58390,1,1213,2,20,15,917,9,103,56,4283,41,897,3.2,3558,1002482
570,2021/09/30 05:00:00+00,82,60638,79,58469,1,1214,2,19,15,919,11,107,63,4294,48,892,3.2,3670,1006152
571,2021/10/01 05:00:00+00,103,60741,91,58560,1,1215,1,18,14,920,9,108,62,4303,48,904,3.3,2896,1009048
572,2021/10/02 05:00:00+00,127,60868,79,58639,0,1215,1,17,13,921,5,108,61,4308,48,953,3.4,3033,1012081
573,2021/10/03 05:00:00+00,109,60977,69,58708,1,1216,1,18,14,922,7,112,64,4315,50,989,3.7,2426,1014507
574,2021/10/04 05:00:00+00,73,61050,64,58772,1,1217,1,18,14,923,3,107,62,4318,48,999,3.8,2461,1016968
575,2021/10/05 05:00:00+00,84,61134,84,58856,1,1218,1,18,13,924,5,106,62,4323,49,998,3.6,3183,1020151
576,2021/10/06 05:00:00+00,131,61265,129,58985,1,1219,0,16,11,924,5,102,55,4328,44,1006,3.3,4313,1024464
577,2021/10/07 05:00:00+00,131,61396,77,59062,2,1221,2,15,10,926,9,110,59,4337,49,1054,3.4,3607,1028071
578,2021/10/08 05:00:00+00,89,61485,77,59139,2,1223,2,16,11,928,7,103,58,4344,47,1065,3.2,3385,1031456
579,2021/10/09 05:00:00+00,106,61591,74,59213,2,1225,2,17,12,930,8,103,59,4352,47,1094,3.4,2321,1033777
580,2021/10/10 05:00:00+00,76,61667,80,59293,1,1226,1,17,12,931,9,108,62,4361,50,1086,3.6,1934,1035711
581,2021/10/11 05:00:00+00,60,61727,58,59351,0,1226,1,17,12,932,6,108,62,4367,50,1088,3.9,1936,1037647
582,2021/10/12 05:00:00+00,112,61839,81,59432,1,1227,2,19,14,934,10,115,65,4377,51,1115,3.7,2154,1039801
583,2021/10/13 05:00:00+00,60,61899,59,59491,2,1229,0,16,11,934,11,112,65,4388,54,1114,3.7,3385,1043186
584,2021/10/14 05:00:00+00,108,62007,89,59580,1,1230,4,18,14,938,4,111,62,4392,48,1135,3.3,3262,1046448
585,2021/10/15 05:00:00+00,101,62108,76,59656,3,1233,2,17,13,940,14,106,61,4406,48,1158,3.2,3206,1049654
586,2021/10/16 05:00:00+00,73,62181,80,59736,2,1235,1,16,13,941,2,103,58,4408,45,1152,3.2,2443,1052097
587,2021/10/17 05:00:00+00,52,62233,81,59817,0,1235,0,16,12,941,11,106,60,4419,48,1121,3.3,2012,1054109
588,2021/10/18 05:00:00+00,111,62344,80,59897,0,1235,1,15,12,942,16,108,64,4435,52,1148,3.4,2242,1056351
589,2021/10/19 05:00:00+00,38,62382,49,59946,1,1236,1,15,13,943,7,103,60,4442,47,1140,3.4,2782,1059133
590,2021/10/20 05:00:00+00,88,62470,154,60100,0,1236,5,20,18,948,12,103,62,4454,44,1072,3.2,3645,1062778
591,2021/10/21 05:00:00+00,123,62593,97,60197,1,1237,1,21,19,949,10,101,64,4464,45,1095,3.3,2784,1065562
592,2021/10/22 05:00:00+00,99,62692,72,60269,1,1238,0,20,18,949,10,96,61,4474,43,1124,3.6,2794,1068356
593,2021/10/23 05:00:00+00,153,62845,93,60362,3,1241,3,21,18,952,12,96,61,4486,43,1181,3.8,2680,1071036
594,2021/10/24 05:00:00+00,68,62913,67,60429,2,1243,2,20,17,954,11,98,62,4497,45,1179,3.9,2137,1073173
595,2021/10/25 05:00:00+00,81,62994,76,60505,3,1246,1,17,14,955,13,95,60,4510,46,1183,4.5,2302,1075475
596,2021/10/26 05:00:00+00,116,63110,85,60590,0,1246,1,18,14,956,13,97,63,4523,49,1211,4.2,3194,1078669
597,2021/10/27 05:00:00+00,124,63234,83,60673,1,1247,5,23,18,961,8,100,62,4531,44,1252,3.9,3771,1082440
598,2021/10/28 05:00:00+00,135,63369,100,60773,0,1247,2,25,19,963,9,104,67,4540,48,1282,3.9,3025,1085465
599,2021/10/29 05:00:00+00,105,63474,74,60847,2,1249,1,26,19,964,12,109,69,4552,50,1309,4,2456,1087921
600,2021/10/30 05:00:00+00,122,63596,86,60933,1,1250,3,27,21,967,13,107,72,4565,51,1341,4,2434,1090355
601,2021/10/31 05:00:00+00,105,63701,105,61038,4,1254,0,25,19,967,9,114,78,4574,59,1331,4.6,1987,1092342
602,2021/11/01 05:00:00+00,119,63820,91,61129,0,1254,1,23,16,968,8,121,83,4582,67,1354,5,2331,1094673
603,2021/11/02 05:00:00+00,124,63944,99,61228,2,1256,2,21,15,970,9,121,79,4591,64,1381,5.1,2949,1097622
604,2021/11/03 05:00:00+00,149,64093,369,61597,4,1260,2,21,15,972,15,135,88,4606,73,1148,4.9,3976,1101598
605,2021/11/04 05:00:00+00,124,64217,129,61726,3,1263,4,24,17,976,8,133,88,4614,71,1140,4.8,3490,1105088
606,2021/11/05 05:00:00+00,178,64395,112,61838,3,1266,0,22,13,976,7,132,87,4621,74,1204,4.8,3125,1108213
607,2021/11/06 05:00:00+00,147,64542,103,61941,1,1267,1,23,13,977,8,148,103,4629,90,1231,5,2787,1111000
608,2021/11/07 05:00:00+00,180,64722,110,62051,0,1267,2,22,13,979,13,153,109,4642,96,1295,5.4,2568,1113568
609,2021/11/08 06:00:00+00,162,64884,129,62180,2,1269,5,26,18,984,9,152,107,4651,89,1328,6,2513,1116081
610,2021/11/09 06:00:00+00,139,65023,122,62302,1,1270,4,29,21,988,11,159,110,4662,89,1341,6.2,3087,1119168
611,2021/11/10 06:00:00+00,179,65202,224,62526,0,1270,1,29,21,989,8,163,109,4670,88,1297,6.1,3627,1122795
612,2021/11/11 06:00:00+00,167,65369,104,62630,3,1273,2,30,22,991,8,162,108,4678,86,1358,6.1,3497,1126292
613,2021/11/12 06:00:00+00,136,65505,134,62764,1,1274,1,29,21,992,10,161,107,4688,86,1360,5.9,1770,1128062
614,2021/11/13 06:00:00+00,105,65610,85,62849,5,1279,0,28,21,992,6,157,105,4694,84,1377,5.8,2261,1130323
615,2021/11/14 06:00:00+00,155,65765,157,63006,3,1282,2,27,19,994,12,165,110,4706,91,1367,6,2595,1132918
616,2021/11/15 06:00:00+00,114,65879,116,63122,3,1285,4,28,19,998,17,175,116,4723,97,1356,5.9,2244,1135162
617,2021/11/16 06:00:00+00,130,66009,133,63255,3,1288,2,28,20,1000,8,168,110,4731,90,1356,5.8,2908,1138070
618,2021/11/17 06:00:00+00,193,66202,249,63504,1,1289,3,30,21,1003,9,174,108,4740,87,1301,5.4,3721,1141791
619,2021/11/18 06:00:00+00,194,66396,159,63663,3,1292,2,30,19,1005,13,174,109,4753,90,1332,5.3,3493,1145284
620,2021/11/19 06:00:00+00,172,66568,153,63816,5,1297,2,29,19,1007,10,169,109,4763,90,1346,5.5,2728,1148012
621,2021/11/20 06:00:00+00,129,66697,135,63951,3,1300,1,29,18,1008,11,170,107,4774,89,1339,5.5,2463,1150475
622,2021/11/21 06:00:00+00,144,66841,115,64066,1,1301,2,28,18,1010,12,172,104,4786,86,1370,5.7,2561,1153036
623,2021/11/22 06:00:00+00,131,66972,117,64183,7,1308,3,30,19,1013,12,174,105,4798,86,1376,6,1769,1154805
624,2021/11/23 06:00:00+00,131,67103,107,64290,4,1312,2,28,19,1015,8,176,105,4806,86,1396,5.9,3029,1157834
625,2021/11/24 06:00:00+00,212,67315,233,64523,4,1316,2,28,17,1017,1,161,90,4807,73,1386,5.5,3892,1161726
626,2021/11/25 06:00:00+00,125,67440,113,64636,3,1319,3,29,18,1020,9,159,91,4816,73,1394,5.4,3123,1164849
627,2021/11/26 06:00:00+00,155,67595,137,64773,3,1322,2,27,16,1022,9,159,94,4825,78,1406,5.2,2888,1167737
628,2021/11/27 06:00:00+00,91,67686,99,64872,0,1322,2,27,17,1024,7,161,94,4832,77,1398,5.1,2133,1169870
629,2021/11/28 06:00:00+00,88,67774,73,64945,0,1322,1,26,17,1025,13,165,101,4845,84,1406,5.1,2187,1172057
630,2021/11/29 06:00:00+00,124,67898,185,65130,4,1326,4,28,18,1029,13,169,97,4858,79,1345,5.2,1877,1173934
631,2021/11/30 06:00:00+00,143,68041,172,65302,1,1327,3,28,16,1032,9,169,94,4867,78,1318,5.2,3126,1177060
632,2021/12/01 06:00:00+00,153,68194,214,65516,2,1329,2,29,17,1034,14,177,96,4881,79,1253,5.1,3368,1180428
633,2021/12/02 06:00:00+00,137,68331,109,65625,4,1333,0,27,17,1034,16,174,99,4897,82,1274,5.2,3138,1183566
634,2021/12/03 06:00:00+00,185,68516,142,65767,2,1335,1,25,17,1035,11,173,99,4908,82,1315,5.6,2657,1186223
635,2021/12/04 06:00:00+00,204,68720,124,65891,6,1341,2,25,17,1037,10,171,99,4918,82,1389,5.9,2628,1188851
636,2021/12/05 06:00:00+00,141,68861,91,65982,3,1344,2,26,18,1039,14,179,102,4932,84,1433,6.3,2205,1191056
637,2021/12/06 06:00:00+00,127,68988,134,66116,3,1347,6,30,21,1045,13,180,95,4945,74,1430,6.4,2523,1193579
638,2021/12/07 06:00:00+00,155,69143,123,66239,2,1349,4,31,22,1049,9,174,92,4954,70,1463,6.4,2877,1196456
639,2021/12/08 06:00:00+00,182,69325,225,66464,3,1352,3,31,24,1052,11,165,89,4965,65,1420,6.1,3628,1200084
640,2021/12/09 06:00:00+00,202,69527,137,66601,4,1356,4,35,26,1056,10,161,90,4975,64,1480,5.6,3522,1203606
641,2021/12/10 06:00:00+00,159,69686,150,66751,0,1356,1,34,25,1057,15,161,93,4990,68,1486,5.5,3081,1206687
642,2021/12/11 06:00:00+00,165,69851,160,66911,3,1359,2,34,26,1059,9,160,90,4999,64,1491,5.7,2427,1209114
643,2021/12/12 06:00:00+00,152,70003,151,67062,1,1360,2,36,28,1061,8,161,92,5007,64,1489,5.7,2519,1211633
644,2021/12/13 06:00:00+00,171,70174,135,67197,2,1362,0,36,28,1061,10,151,87,5017,59,1528,6,2787,1214420
645,2021/12/14 06:00:00+00,174,70348,139,67336,2,1364,1,36,26,1062,13,154,89,5030,63,1559,6.3,3359,1217779
646,2021/12/15 06:00:00+00,244,70592,267,67603,2,1366,1,36,24,1063,12,152,86,5042,62,1537,6.6,3791,1221570
647,2021/12/16 06:00:00+00,225,70817,161,67764,0,1366,0,33,23,1063,10,152,86,5052,63,1601,6.5,3782,1225352
648,2021/12/17 06:00:00+00,251,71068,95,67859,1,1367,3,35,24,1066,7,146,80,5059,56,1762,7.1,3397,1228749
649,2021/12/18 06:00:00+00,335,71403,101,67960,0,1367,2,34,25,1068,7,149,85,5066,60,1991,7.6,2992,1231741
650,2021/12/19 06:00:00+00,211,71614,86,68046,2,1369,0,29,22,1068,14,154,92,5080,70,2107,7.9,2444,1234185
651,2021/12/20 06:00:00+00,311,71925,84,68130,3,1372,1,28,21,1069,12,153,91,5092,70,2332,8.5,3515,1237700
652,2021/12/21 06:00:00+00,409,72334,60,68190,2,1374,2,27,20,1071,17,158,100,5109,80,2670,9.7,3580,1241280
653,2021/12/22 06:00:00+00,523,72857,215,68405,2,1376,2,27,19,1073,14,159,100,5123,81,2976,10.7,3983,1245263
654,2021/12/23 06:00:00+00,769,73626,50,68455,4,1380,5,26,18,1078,9,153,100,5132,82,3691,12.4,4703,1249966
655,2021/12/24 06:00:00+00,835,74461,34,68489,2,1382,2,27,18,1080,14,161,107,5146,89,4483,14.6,4105,1254071
656,2021/12/25 06:00:00+00,590,75051,16,68505,4,1386,3,26,19,1083,19,167,118,5165,99,5042,16.8,3485,1257556
657,2021/12/26 06:00:00+00,692,75743,22,68527,3,1389,3,27,21,1086,10,170,121,5175,100,5706,18.8,2553,1260109
658,2021/12/27 06:00:00+00,877,76620,9,68536,1,1390,1,27,21,1087,10,174,127,5185,106,6567,21.7,3272,1263381
659,2021/12/28 06:00:00+00,972,77592,10,68546,2,1392,2,26,21,1089,21,191,144,5206,123,7510,24,4011,1267392
660,2021/12/29 06:00:00+00,1232,78824,145,68691,3,1395,4,28,23,1093,19,197,150,5225,127,8588,27.1,3499,1270891
661,2021/12/30 06:00:00+00,1647,80471,33,68724,3,1398,4,31,27,1097,22,204,156,5247,129,10193,30.4,4473,1275364
662,2021/12/31 06:00:00+00,1770,82241,16,68740,3,1401,2,30,26,1099,19,211,166,5266,140,11934,32.5,5225,1280589
663,2022/01/01 06:00:00+00,1830,84071,16,68756,0,1401,1,29,26,1100,20,224,180,5286,154,13734,34.3,4904,1285493
664,2022/01/02 06:00:00+00,1556,85627,16,68772,1,1402,3,30,27,1103,22,233,190,5308,163,15263,37.6,4307,1289800
665,2022/01/03 06:00:00+00,2061,87688,16,68788,0,1402,3,29,27,1106,32,255,213,5340,186,17285,38.8,4612,1294412
666,2022/01/04 06:00:00+00,1362,89050,16,68804,0,1402,3,30,29,1109,19,252,211,5359,182,18633,40.3,4822,1299234
