"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-09-20,"BC","Interior","Okanagan",59,77.14
2021-09-20,"BC","Interior","Thompson Cariboo Shuswap",58,58.43
2021-09-20,"BC","Northern","All",81,105.43
2021-09-20,"BC","Northern","Northeast",14,22.71
2021-09-20,"BC","Northern","Northern Interior",58,62.86
2021-09-20,"BC","Northern","Northwest",9,19.86
2021-09-20,"BC","Northern","Unknown",0,0
2021-09-20,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-20,"BC","Vancouver Coastal","All",57,87.14
2021-09-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,16.71
2021-09-20,"BC","Vancouver Coastal","Richmond",3,8.57
2021-09-20,"BC","Vancouver Coastal","Unknown",0,0.43
2021-09-20,"BC","Vancouver Coastal","Vancouver",43,61.43
2021-09-20,"BC","Vancouver Island","All",56,76
2021-09-20,"BC","Vancouver Island","Central Vancouver Island",19,25.71
2021-09-20,"BC","Vancouver Island","North Vancouver Island",3,5.29
2021-09-20,"BC","Vancouver Island","South Vancouver Island",34,45
2021-09-20,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2021-09-21,"BC","All","All",684,635.86
2021-09-21,"BC","Fraser","All",217,198.71
2021-09-21,"BC","Fraser","Fraser East",62,70.29
2021-09-21,"BC","Fraser","Fraser North",69,50.86
2021-09-21,"BC","Fraser","Fraser South",86,77.29
2021-09-21,"BC","Fraser","Unknown",0,0.29
2021-09-21,"BC","Interior","All",205,165.29
2021-09-21,"BC","Interior","East Kootenay",18,16.43
2021-09-21,"BC","Interior","Kootenay Boundary",20,14.29
2021-09-21,"BC","Interior","Okanagan",103,77.14
2021-09-21,"BC","Interior","Thompson Cariboo Shuswap",64,57.43
2021-09-21,"BC","Northern","All",121,112.86
2021-09-21,"BC","Northern","Northeast",26,23.43
2021-09-21,"BC","Northern","Northern Interior",69,68.43
2021-09-21,"BC","Northern","Northwest",26,21
2021-09-21,"BC","Northern","Unknown",0,0
2021-09-21,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-21,"BC","Vancouver Coastal","All",79,84.29
2021-09-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",21,16.86
2021-09-21,"BC","Vancouver Coastal","Richmond",6,8.14
2021-09-21,"BC","Vancouver Coastal","Unknown",0,0.43
2021-09-21,"BC","Vancouver Coastal","Vancouver",52,58.86
2021-09-21,"BC","Vancouver Island","All",62,74.71
2021-09-21,"BC","Vancouver Island","Central Vancouver Island",17,24.43
2021-09-21,"BC","Vancouver Island","North Vancouver Island",8,5.57
2021-09-21,"BC","Vancouver Island","South Vancouver Island",37,44.71
2021-09-21,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2021-09-22,"BC","All","All",845,652.14
2021-09-22,"BC","Fraser","All",375,220.86
2021-09-22,"BC","Fraser","Fraser East",126,79.71
2021-09-22,"BC","Fraser","Fraser North",114,58.71
2021-09-22,"BC","Fraser","Fraser South",135,82.29
2021-09-22,"BC","Fraser","Unknown",0,0.14
2021-09-22,"BC","Interior","All",164,159.43
2021-09-22,"BC","Interior","East Kootenay",23,16.86
2021-09-22,"BC","Interior","Kootenay Boundary",16,14.43
2021-09-22,"BC","Interior","Okanagan",71,74
2021-09-22,"BC","Interior","Thompson Cariboo Shuswap",54,54.14
2021-09-22,"BC","Northern","All",115,115.14
2021-09-22,"BC","Northern","Northeast",31,25.71
2021-09-22,"BC","Northern","Northern Interior",60,66.71
2021-09-22,"BC","Northern","Northwest",24,22.71
2021-09-22,"BC","Northern","Unknown",0,0
2021-09-22,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-22,"BC","Vancouver Coastal","All",115,84.71
2021-09-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",25,18
2021-09-22,"BC","Vancouver Coastal","Richmond",16,8.43
2021-09-22,"BC","Vancouver Coastal","Unknown",0,0.43
2021-09-22,"BC","Vancouver Coastal","Vancouver",74,57.86
2021-09-22,"BC","Vancouver Island","All",76,72
2021-09-22,"BC","Vancouver Island","Central Vancouver Island",41,26.43
2021-09-22,"BC","Vancouver Island","North Vancouver Island",8,6.14
2021-09-22,"BC","Vancouver Island","South Vancouver Island",27,39.43
2021-09-22,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-09-23,"BC","All","All",756,650.71
2021-09-23,"BC","Fraser","All",295,230.71
2021-09-23,"BC","Fraser","Fraser East",88,78.43
2021-09-23,"BC","Fraser","Fraser North",101,66
2021-09-23,"BC","Fraser","Fraser South",105,86.14
2021-09-23,"BC","Fraser","Unknown",1,0.14
2021-09-23,"BC","Interior","All",179,157
2021-09-23,"BC","Interior","East Kootenay",23,17.29
2021-09-23,"BC","Interior","Kootenay Boundary",13,15
2021-09-23,"BC","Interior","Okanagan",76,69.86
2021-09-23,"BC","Interior","Thompson Cariboo Shuswap",67,54.86
2021-09-23,"BC","Northern","All",107,107.43
2021-09-23,"BC","Northern","Northeast",32,25.43
2021-09-23,"BC","Northern","Northern Interior",54,62.43
2021-09-23,"BC","Northern","Northwest",21,19.57
2021-09-23,"BC","Northern","Unknown",0,0
2021-09-23,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-23,"BC","Vancouver Coastal","All",115,87.71
2021-09-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",19,18.14
2021-09-23,"BC","Vancouver Coastal","Richmond",12,9
2021-09-23,"BC","Vancouver Coastal","Unknown",0,0.29
2021-09-23,"BC","Vancouver Coastal","Vancouver",84,60.29
2021-09-23,"BC","Vancouver Island","All",60,67.86
2021-09-23,"BC","Vancouver Island","Central Vancouver Island",15,24.43
2021-09-23,"BC","Vancouver Island","North Vancouver Island",2,5.29
2021-09-23,"BC","Vancouver Island","South Vancouver Island",43,38.14
2021-09-23,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-09-24,"BC","All","All",847,675.57
2021-09-24,"BC","Fraser","All",342,253.71
2021-09-24,"BC","Fraser","Fraser East",123,87
2021-09-24,"BC","Fraser","Fraser North",98,73.57
2021-09-24,"BC","Fraser","Fraser South",121,93
2021-09-24,"BC","Fraser","Unknown",0,0.14
2021-09-24,"BC","Interior","All",203,160.71
2021-09-24,"BC","Interior","East Kootenay",21,16.71
2021-09-24,"BC","Interior","Kootenay Boundary",46,19.29
2021-09-24,"BC","Interior","Okanagan",82,69.86
2021-09-24,"BC","Interior","Thompson Cariboo Shuswap",54,54.86
2021-09-24,"BC","Northern","All",119,105
2021-09-24,"BC","Northern","Northeast",18,24.14
2021-09-24,"BC","Northern","Northern Interior",77,60.43
2021-09-24,"BC","Northern","Northwest",24,20.43
2021-09-24,"BC","Northern","Unknown",0,0
2021-09-24,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-24,"BC","Vancouver Coastal","All",105,90.29
2021-09-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",26,19.71
2021-09-24,"BC","Vancouver Coastal","Richmond",13,9.57
2021-09-24,"BC","Vancouver Coastal","Unknown",0,0.29
2021-09-24,"BC","Vancouver Coastal","Vancouver",66,60.71
2021-09-24,"BC","Vancouver Island","All",78,65.86
2021-09-24,"BC","Vancouver Island","Central Vancouver Island",40,25.29
2021-09-24,"BC","Vancouver Island","North Vancouver Island",6,5.86
2021-09-24,"BC","Vancouver Island","South Vancouver Island",32,34.71
2021-09-24,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-09-25,"BC","All","All",691,686
2021-09-25,"BC","Fraser","All",237,255.14
2021-09-25,"BC","Fraser","Fraser East",79,85.57
2021-09-25,"BC","Fraser","Fraser North",66,75.14
2021-09-25,"BC","Fraser","Fraser South",92,94.29
2021-09-25,"BC","Fraser","Unknown",0,0.14
2021-09-25,"BC","Interior","All",168,166.86
2021-09-25,"BC","Interior","East Kootenay",11,16.57
2021-09-25,"BC","Interior","Kootenay Boundary",16,20.29
2021-09-25,"BC","Interior","Okanagan",76,72.71
2021-09-25,"BC","Interior","Thompson Cariboo Shuswap",65,57.29
2021-09-25,"BC","Northern","All",131,107
2021-09-25,"BC","Northern","Northeast",23,21.86
2021-09-25,"BC","Northern","Northern Interior",82,64
2021-09-25,"BC","Northern","Northwest",26,21.14
2021-09-25,"BC","Northern","Unknown",0,0
2021-09-25,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-25,"BC","Vancouver Coastal","All",87,91.29
2021-09-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,19.14
2021-09-25,"BC","Vancouver Coastal","Richmond",6,9.57
2021-09-25,"BC","Vancouver Coastal","Unknown",0,0.14
2021-09-25,"BC","Vancouver Coastal","Vancouver",61,62.43
2021-09-25,"BC","Vancouver Island","All",68,65.71
2021-09-25,"BC","Vancouver Island","Central Vancouver Island",25,26
2021-09-25,"BC","Vancouver Island","North Vancouver Island",1,5
2021-09-25,"BC","Vancouver Island","South Vancouver Island",42,34.71
2021-09-25,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-09-26,"BC","All","All",727,727
2021-09-26,"BC","Fraser","All",287,278
2021-09-26,"BC","Fraser","Fraser East",97,92.43
2021-09-26,"BC","Fraser","Fraser North",64,80.29
2021-09-26,"BC","Fraser","Fraser South",126,105.14
2021-09-26,"BC","Fraser","Unknown",0,0.14
2021-09-26,"BC","Interior","All",152,174.71
2021-09-26,"BC","Interior","East Kootenay",17,18
2021-09-26,"BC","Interior","Kootenay Boundary",18,21.57
2021-09-26,"BC","Interior","Okanagan",53,74.29
2021-09-26,"BC","Interior","Thompson Cariboo Shuswap",64,60.86
2021-09-26,"BC","Northern","All",119,113.29
2021-09-26,"BC","Northern","Northeast",32,25.14
2021-09-26,"BC","Northern","Northern Interior",69,67
2021-09-26,"BC","Northern","Northwest",18,21.14
2021-09-26,"BC","Northern","Unknown",0,0
2021-09-26,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-26,"BC","Vancouver Coastal","All",80,91.14
2021-09-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",19,20.14
2021-09-26,"BC","Vancouver Coastal","Richmond",6,8.86
2021-09-26,"BC","Vancouver Coastal","Unknown",3,0.43
2021-09-26,"BC","Vancouver Coastal","Vancouver",52,61.71
2021-09-26,"BC","Vancouver Island","All",89,69.86
2021-09-26,"BC","Vancouver Island","Central Vancouver Island",45,28.86
2021-09-26,"BC","Vancouver Island","North Vancouver Island",7,5
2021-09-26,"BC","Vancouver Island","South Vancouver Island",37,36
2021-09-26,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-09-27,"BC","All","All",598,735.43
2021-09-27,"BC","Fraser","All",198,278.71
2021-09-27,"BC","Fraser","Fraser East",68,91.86
2021-09-27,"BC","Fraser","Fraser North",57,81.29
2021-09-27,"BC","Fraser","Fraser South",73,105.43
2021-09-27,"BC","Fraser","Unknown",0,0.14
2021-09-27,"BC","Interior","All",148,174.14
2021-09-27,"BC","Interior","East Kootenay",17,18.57
2021-09-27,"BC","Interior","Kootenay Boundary",22,21.57
2021-09-27,"BC","Interior","Okanagan",48,72.71
2021-09-27,"BC","Interior","Thompson Cariboo Shuswap",61,61.29
2021-09-27,"BC","Northern","All",102,116.29
2021-09-27,"BC","Northern","Northeast",17,25.57
2021-09-27,"BC","Northern","Northern Interior",66,68.14
2021-09-27,"BC","Northern","Northwest",19,22.57
2021-09-27,"BC","Northern","Unknown",0,0
2021-09-27,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-27,"BC","Vancouver Coastal","All",61,91.71
2021-09-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,20.43
2021-09-27,"BC","Vancouver Coastal","Richmond",6,9.29
2021-09-27,"BC","Vancouver Coastal","Unknown",0,0.43
2021-09-27,"BC","Vancouver Coastal","Vancouver",42,61.57
2021-09-27,"BC","Vancouver Island","All",89,74.57
2021-09-27,"BC","Vancouver Island","Central Vancouver Island",43,32.29
2021-09-27,"BC","Vancouver Island","North Vancouver Island",6,5.43
2021-09-27,"BC","Vancouver Island","South Vancouver Island",40,36.86
2021-09-27,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-09-28,"BC","All","All",805,752.71
2021-09-28,"BC","Fraser","All",293,289.57
2021-09-28,"BC","Fraser","Fraser East",95,96.57
2021-09-28,"BC","Fraser","Fraser North",85,83.57
2021-09-28,"BC","Fraser","Fraser South",113,109.29
2021-09-28,"BC","Fraser","Unknown",0,0.14
2021-09-28,"BC","Interior","All",212,175.14
2021-09-28,"BC","Interior","East Kootenay",31,20.43
2021-09-28,"BC","Interior","Kootenay Boundary",26,22.43
2021-09-28,"BC","Interior","Okanagan",62,66.86
2021-09-28,"BC","Interior","Thompson Cariboo Shuswap",93,65.43
2021-09-28,"BC","Northern","All",121,116.29
2021-09-28,"BC","Northern","Northeast",36,27
2021-09-28,"BC","Northern","Northern Interior",63,67.29
2021-09-28,"BC","Northern","Northwest",22,22
2021-09-28,"BC","Northern","Unknown",0,0
2021-09-28,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-28,"BC","Vancouver Coastal","All",103,95.14
2021-09-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",30,21.71
2021-09-28,"BC","Vancouver Coastal","Richmond",8,9.57
2021-09-28,"BC","Vancouver Coastal","Unknown",1,0.57
2021-09-28,"BC","Vancouver Coastal","Vancouver",64,63.29
2021-09-28,"BC","Vancouver Island","All",76,76.57
2021-09-28,"BC","Vancouver Island","Central Vancouver Island",24,33.29
2021-09-28,"BC","Vancouver Island","North Vancouver Island",9,5.57
2021-09-28,"BC","Vancouver Island","South Vancouver Island",43,37.71
2021-09-28,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-09-29,"BC","All","All",793,745.29
2021-09-29,"BC","Fraser","All",278,275.71
2021-09-29,"BC","Fraser","Fraser East",91,91.57
2021-09-29,"BC","Fraser","Fraser North",92,80.43
2021-09-29,"BC","Fraser","Fraser South",95,103.57
2021-09-29,"BC","Fraser","Unknown",0,0.14
2021-09-29,"BC","Interior","All",164,175.14
2021-09-29,"BC","Interior","East Kootenay",16,19.43
2021-09-29,"BC","Interior","Kootenay Boundary",33,24.86
2021-09-29,"BC","Interior","Okanagan",49,63.71
2021-09-29,"BC","Interior","Thompson Cariboo Shuswap",66,67.14
2021-09-29,"BC","Northern","All",159,122.57
2021-09-29,"BC","Northern","Northeast",48,29.43
2021-09-29,"BC","Northern","Northern Interior",92,71.86
2021-09-29,"BC","Northern","Northwest",19,21.29
2021-09-29,"BC","Northern","Unknown",0,0
2021-09-29,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-29,"BC","Vancouver Coastal","All",106,93.86
2021-09-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",34,23
2021-09-29,"BC","Vancouver Coastal","Richmond",11,8.86
2021-09-29,"BC","Vancouver Coastal","Unknown",1,0.71
2021-09-29,"BC","Vancouver Coastal","Vancouver",60,61.29
2021-09-29,"BC","Vancouver Island","All",86,78
2021-09-29,"BC","Vancouver Island","Central Vancouver Island",26,31.14
2021-09-29,"BC","Vancouver Island","North Vancouver Island",2,4.71
2021-09-29,"BC","Vancouver Island","South Vancouver Island",58,42.14
2021-09-29,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2021-09-30,"BC","All","All",758,745.57
2021-09-30,"BC","Fraser","All",277,273.14
2021-09-30,"BC","Fraser","Fraser East",104,93.86
2021-09-30,"BC","Fraser","Fraser North",84,78
2021-09-30,"BC","Fraser","Fraser South",89,101.29
2021-09-30,"BC","Fraser","Unknown",0,0
2021-09-30,"BC","Interior","All",205,178.86
2021-09-30,"BC","Interior","East Kootenay",35,21.14
2021-09-30,"BC","Interior","Kootenay Boundary",22,26.14
2021-09-30,"BC","Interior","Okanagan",59,61.29
2021-09-30,"BC","Interior","Thompson Cariboo Shuswap",89,70.29
2021-09-30,"BC","Northern","All",119,124.29
2021-09-30,"BC","Northern","Northeast",24,28.29
2021-09-30,"BC","Northern","Northern Interior",83,76
2021-09-30,"BC","Northern","Northwest",12,20
2021-09-30,"BC","Northern","Unknown",0,0
2021-09-30,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-09-30,"BC","Vancouver Coastal","All",81,89
2021-09-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,22.14
2021-09-30,"BC","Vancouver Coastal","Richmond",8,8.29
2021-09-30,"BC","Vancouver Coastal","Unknown",0,0.71
2021-09-30,"BC","Vancouver Coastal","Vancouver",60,57.86
2021-09-30,"BC","Vancouver Island","All",76,80.29
2021-09-30,"BC","Vancouver Island","Central Vancouver Island",34,33.86
2021-09-30,"BC","Vancouver Island","North Vancouver Island",6,5.29
2021-09-30,"BC","Vancouver Island","South Vancouver Island",36,41.14
2021-09-30,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-10-01,"BC","All","All",643,716.43
2021-10-01,"BC","Fraser","All",208,254
2021-10-01,"BC","Fraser","Fraser East",91,89.29
2021-10-01,"BC","Fraser","Fraser North",49,71
2021-10-01,"BC","Fraser","Fraser South",68,93.71
2021-10-01,"BC","Fraser","Unknown",0,0
2021-10-01,"BC","Interior","All",145,170.57
2021-10-01,"BC","Interior","East Kootenay",19,20.86
2021-10-01,"BC","Interior","Kootenay Boundary",12,21.29
2021-10-01,"BC","Interior","Okanagan",68,59.29
2021-10-01,"BC","Interior","Thompson Cariboo Shuswap",46,69.14
2021-10-01,"BC","Northern","All",128,125.57
2021-10-01,"BC","Northern","Northeast",39,31.29
2021-10-01,"BC","Northern","Northern Interior",61,73.71
2021-10-01,"BC","Northern","Northwest",28,20.57
2021-10-01,"BC","Northern","Unknown",0,0
2021-10-01,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-10-01,"BC","Vancouver Coastal","All",84,86
2021-10-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",19,21.14
2021-10-01,"BC","Vancouver Coastal","Richmond",10,7.86
2021-10-01,"BC","Vancouver Coastal","Unknown",0,0.71
2021-10-01,"BC","Vancouver Coastal","Vancouver",55,56.29
2021-10-01,"BC","Vancouver Island","All",78,80.29
2021-10-01,"BC","Vancouver Island","Central Vancouver Island",38,33.57
2021-10-01,"BC","Vancouver Island","North Vancouver Island",7,5.43
2021-10-01,"BC","Vancouver Island","South Vancouver Island",33,41.29
2021-10-01,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-10-02,"BC","All","All",693,716.71
2021-10-02,"BC","Fraser","All",307,264
2021-10-02,"BC","Fraser","Fraser East",102,92.57
2021-10-02,"BC","Fraser","Fraser North",91,74.57
2021-10-02,"BC","Fraser","Fraser South",114,96.86
2021-10-02,"BC","Fraser","Unknown",0,0
2021-10-02,"BC","Interior","All",149,167.86
2021-10-02,"BC","Interior","East Kootenay",14,21.29
2021-10-02,"BC","Interior","Kootenay Boundary",17,21.43
2021-10-02,"BC","Interior","Okanagan",47,55.14
2021-10-02,"BC","Interior","Thompson Cariboo Shuswap",71,70
2021-10-02,"BC","Northern","All",89,119.57
2021-10-02,"BC","Northern","Northeast",18,30.57
2021-10-02,"BC","Northern","Northern Interior",56,70
2021-10-02,"BC","Northern","Northwest",15,19
2021-10-02,"BC","Northern","Unknown",0,0
2021-10-02,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-10-02,"BC","Vancouver Coastal","All",68,83.29
2021-10-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",18,20.86
2021-10-02,"BC","Vancouver Coastal","Richmond",9,8.29
2021-10-02,"BC","Vancouver Coastal","Unknown",3,1.14
2021-10-02,"BC","Vancouver Coastal","Vancouver",38,53
2021-10-02,"BC","Vancouver Island","All",80,82
2021-10-02,"BC","Vancouver Island","Central Vancouver Island",36,35.14
2021-10-02,"BC","Vancouver Island","North Vancouver Island",7,6.29
2021-10-02,"BC","Vancouver Island","South Vancouver Island",37,40.57
2021-10-02,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-10-03,"BC","All","All",688,711.14
2021-10-03,"BC","Fraser","All",274,262.14
2021-10-03,"BC","Fraser","Fraser East",95,92.29
2021-10-03,"BC","Fraser","Fraser North",90,78.29
2021-10-03,"BC","Fraser","Fraser South",89,91.57
2021-10-03,"BC","Fraser","Unknown",0,0
2021-10-03,"BC","Interior","All",145,166.86
2021-10-03,"BC","Interior","East Kootenay",25,22.43
2021-10-03,"BC","Interior","Kootenay Boundary",17,21.29
2021-10-03,"BC","Interior","Okanagan",48,54.43
2021-10-03,"BC","Interior","Thompson Cariboo Shuswap",55,68.71
2021-10-03,"BC","Northern","All",133,121.57
2021-10-03,"BC","Northern","Northeast",48,32.86
2021-10-03,"BC","Northern","Northern Interior",59,68.57
2021-10-03,"BC","Northern","Northwest",25,20
2021-10-03,"BC","Northern","Unknown",0,0
2021-10-03,"BC","Northern","Unknown HSDA - Northern HA",1,0.14
2021-10-03,"BC","Vancouver Coastal","All",72,82.14
2021-10-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,21
2021-10-03,"BC","Vancouver Coastal","Richmond",9,8.71
2021-10-03,"BC","Vancouver Coastal","Unknown",0,0.71
2021-10-03,"BC","Vancouver Coastal","Vancouver",43,51.71
2021-10-03,"BC","Vancouver Island","All",64,78.43
2021-10-03,"BC","Vancouver Island","Central Vancouver Island",22,31.86
2021-10-03,"BC","Vancouver Island","North Vancouver Island",8,6.43
2021-10-03,"BC","Vancouver Island","South Vancouver Island",34,40.14
2021-10-03,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-10-04,"BC","All","All",510,698.57
2021-10-04,"BC","Fraser","All",202,262.71
2021-10-04,"BC","Fraser","Fraser East",62,91.43
2021-10-04,"BC","Fraser","Fraser North",56,78.14
2021-10-04,"BC","Fraser","Fraser South",84,93.14
2021-10-04,"BC","Fraser","Unknown",0,0
2021-10-04,"BC","Interior","All",98,159.71
2021-10-04,"BC","Interior","East Kootenay",20,22.86
2021-10-04,"BC","Interior","Kootenay Boundary",11,19.71
2021-10-04,"BC","Interior","Okanagan",38,53
2021-10-04,"BC","Interior","Thompson Cariboo Shuswap",29,64.14
2021-10-04,"BC","Northern","All",63,116
2021-10-04,"BC","Northern","Northeast",19,33.14
2021-10-04,"BC","Northern","Northern Interior",32,63.71
2021-10-04,"BC","Northern","Northwest",12,19
2021-10-04,"BC","Northern","Unknown",0,0
2021-10-04,"BC","Northern","Unknown HSDA - Northern HA",0,0.14
2021-10-04,"BC","Vancouver Coastal","All",59,81.86
2021-10-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,21
2021-10-04,"BC","Vancouver Coastal","Richmond",6,8.71
2021-10-04,"BC","Vancouver Coastal","Unknown",1,0.86
2021-10-04,"BC","Vancouver Coastal","Vancouver",39,51.29
2021-10-04,"BC","Vancouver Island","All",88,78.29
2021-10-04,"BC","Vancouver Island","Central Vancouver Island",31,30.14
2021-10-04,"BC","Vancouver Island","North Vancouver Island",13,7.43
2021-10-04,"BC","Vancouver Island","South Vancouver Island",44,40.71
2021-10-04,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-10-05,"BC","All","All",760,692.14
2021-10-05,"BC","Fraser","All",299,263.57
2021-10-05,"BC","Fraser","Fraser East",117,94.57
2021-10-05,"BC","Fraser","Fraser North",76,76.86
2021-10-05,"BC","Fraser","Fraser South",106,92.14
2021-10-05,"BC","Fraser","Unknown",0,0
2021-10-05,"BC","Interior","All",165,153
2021-10-05,"BC","Interior","East Kootenay",28,22.43
2021-10-05,"BC","Interior","Kootenay Boundary",17,18.43
2021-10-05,"BC","Interior","Okanagan",50,51.29
2021-10-05,"BC","Interior","Thompson Cariboo Shuswap",70,60.86
2021-10-05,"BC","Northern","All",131,117.43
2021-10-05,"BC","Northern","Northeast",37,33.29
2021-10-05,"BC","Northern","Northern Interior",69,64.57
2021-10-05,"BC","Northern","Northwest",25,19.43
2021-10-05,"BC","Northern","Unknown",0,0
2021-10-05,"BC","Northern","Unknown HSDA - Northern HA",0,0.14
2021-10-05,"BC","Vancouver Coastal","All",90,80
2021-10-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",23,20
2021-10-05,"BC","Vancouver Coastal","Richmond",5,8.29
2021-10-05,"BC","Vancouver Coastal","Unknown",0,0.71
2021-10-05,"BC","Vancouver Coastal","Vancouver",62,51
2021-10-05,"BC","Vancouver Island","All",75,78.14
2021-10-05,"BC","Vancouver Island","Central Vancouver Island",31,31.14
2021-10-05,"BC","Vancouver Island","North Vancouver Island",3,6.57
2021-10-05,"BC","Vancouver Island","South Vancouver Island",41,40.43
2021-10-05,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-10-06,"BC","All","All",614,666.57
2021-10-06,"BC","Fraser","All",257,260.57
2021-10-06,"BC","Fraser","Fraser East",88,94.14
2021-10-06,"BC","Fraser","Fraser North",83,75.57
2021-10-06,"BC","Fraser","Fraser South",84,90.57
2021-10-06,"BC","Fraser","Unknown",2,0.29
2021-10-06,"BC","Interior","All",117,146.29
2021-10-06,"BC","Interior","East Kootenay",12,21.86
2021-10-06,"BC","Interior","Kootenay Boundary",10,15.14
2021-10-06,"BC","Interior","Okanagan",45,50.71
2021-10-06,"BC","Interior","Thompson Cariboo Shuswap",50,58.57
2021-10-06,"BC","Northern","All",90,107.57
2021-10-06,"BC","Northern","Northeast",19,29.14
2021-10-06,"BC","Northern","Northern Interior",36,56.57
2021-10-06,"BC","Northern","Northwest",35,21.71
2021-10-06,"BC","Northern","Unknown",0,0
2021-10-06,"BC","Northern","Unknown HSDA - Northern HA",0,0.14
2021-10-06,"BC","Vancouver Coastal","All",80,76.29
2021-10-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,16.71
2021-10-06,"BC","Vancouver Coastal","Richmond",9,8
2021-10-06,"BC","Vancouver Coastal","Unknown",1,0.71
2021-10-06,"BC","Vancouver Coastal","Vancouver",59,50.86
2021-10-06,"BC","Vancouver Island","All",70,75.86
2021-10-06,"BC","Vancouver Island","Central Vancouver Island",32,32
2021-10-06,"BC","Vancouver Island","North Vancouver Island",11,7.86
2021-10-06,"BC","Vancouver Island","South Vancouver Island",27,36
2021-10-06,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-10-07,"BC","All","All",769,668.14
2021-10-07,"BC","Fraser","All",264,258.71
2021-10-07,"BC","Fraser","Fraser East",101,93.71
2021-10-07,"BC","Fraser","Fraser North",59,72
2021-10-07,"BC","Fraser","Fraser South",104,92.71
2021-10-07,"BC","Fraser","Unknown",0,0.29
2021-10-07,"BC","Interior","All",151,138.57
2021-10-07,"BC","Interior","East Kootenay",15,19
2021-10-07,"BC","Interior","Kootenay Boundary",12,13.71
2021-10-07,"BC","Interior","Okanagan",65,51.57
2021-10-07,"BC","Interior","Thompson Cariboo Shuswap",59,54.29
2021-10-07,"BC","Northern","All",210,120.57
2021-10-07,"BC","Northern","Northeast",35,30.71
2021-10-07,"BC","Northern","Northern Interior",130,63.29
2021-10-07,"BC","Northern","Northwest",45,26.43
2021-10-07,"BC","Northern","Unknown",0,0
2021-10-07,"BC","Northern","Unknown HSDA - Northern HA",0,0.14
2021-10-07,"BC","Vancouver Coastal","All",68,74.43
2021-10-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,17.71
2021-10-07,"BC","Vancouver Coastal","Richmond",0,6.86
2021-10-07,"BC","Vancouver Coastal","Unknown",0,0.71
2021-10-07,"BC","Vancouver Coastal","Vancouver",48,49.14
2021-10-07,"BC","Vancouver Island","All",76,75.86
2021-10-07,"BC","Vancouver Island","Central Vancouver Island",34,32
2021-10-07,"BC","Vancouver Island","North Vancouver Island",7,8
2021-10-07,"BC","Vancouver Island","South Vancouver Island",35,35.86
2021-10-07,"Out of Canada","Out of Canada","Out of Canada",0,0
