"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-04-17,"BC","Fraser","Fraser South",2,3.71
2020-04-17,"BC","Fraser","Unknown",0,0
2020-04-17,"BC","Interior","All",1,2.14
2020-04-17,"BC","Interior","East Kootenay",1,0.71
2020-04-17,"BC","Interior","Kootenay Boundary",0,0.14
2020-04-17,"BC","Interior","Okanagan",0,1.14
2020-04-17,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-04-17,"BC","Northern","All",1,1.14
2020-04-17,"BC","Northern","Northeast",1,0.57
2020-04-17,"BC","Northern","Northern Interior",0,0.57
2020-04-17,"BC","Northern","Northwest",0,0
2020-04-17,"BC","Northern","Unknown",0,0
2020-04-17,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-04-17,"BC","Vancouver Coastal","All",6,6.43
2020-04-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,1.86
2020-04-17,"BC","Vancouver Coastal","Richmond",0,0.86
2020-04-17,"BC","Vancouver Coastal","Unknown",0,0
2020-04-17,"BC","Vancouver Coastal","Vancouver",5,3.71
2020-04-17,"BC","Vancouver Island","All",3,1.86
2020-04-17,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-04-17,"BC","Vancouver Island","North Vancouver Island",3,1.43
2020-04-17,"BC","Vancouver Island","South Vancouver Island",0,0.43
2020-04-17,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-04-18,"BC","All","All",25,28.14
2020-04-18,"BC","Fraser","All",6,14.86
2020-04-18,"BC","Fraser","Fraser East",0,7.43
2020-04-18,"BC","Fraser","Fraser North",4,4.14
2020-04-18,"BC","Fraser","Fraser South",2,3.29
2020-04-18,"BC","Fraser","Unknown",0,0
2020-04-18,"BC","Interior","All",1,2.14
2020-04-18,"BC","Interior","East Kootenay",0,0.71
2020-04-18,"BC","Interior","Kootenay Boundary",0,0.14
2020-04-18,"BC","Interior","Okanagan",1,1.29
2020-04-18,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-04-18,"BC","Northern","All",5,1.86
2020-04-18,"BC","Northern","Northeast",2,0.86
2020-04-18,"BC","Northern","Northern Interior",3,1
2020-04-18,"BC","Northern","Northwest",0,0
2020-04-18,"BC","Northern","Unknown",0,0
2020-04-18,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-04-18,"BC","Vancouver Coastal","All",9,7.14
2020-04-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.71
2020-04-18,"BC","Vancouver Coastal","Richmond",0,0.71
2020-04-18,"BC","Vancouver Coastal","Unknown",0,0
2020-04-18,"BC","Vancouver Coastal","Vancouver",9,4.71
2020-04-18,"BC","Vancouver Island","All",4,2.14
2020-04-18,"BC","Vancouver Island","Central Vancouver Island",1,0.14
2020-04-18,"BC","Vancouver Island","North Vancouver Island",3,1.71
2020-04-18,"BC","Vancouver Island","South Vancouver Island",0,0.29
2020-04-18,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-04-19,"BC","All","All",21,28.57
2020-04-19,"BC","Fraser","All",9,14.14
2020-04-19,"BC","Fraser","Fraser East",4,7.43
2020-04-19,"BC","Fraser","Fraser North",4,4.14
2020-04-19,"BC","Fraser","Fraser South",1,2.57
2020-04-19,"BC","Fraser","Unknown",0,0
2020-04-19,"BC","Interior","All",5,2.71
2020-04-19,"BC","Interior","East Kootenay",0,0.71
2020-04-19,"BC","Interior","Kootenay Boundary",1,0.29
2020-04-19,"BC","Interior","Okanagan",3,1.57
2020-04-19,"BC","Interior","Thompson Cariboo Shuswap",1,0.14
2020-04-19,"BC","Northern","All",1,2
2020-04-19,"BC","Northern","Northeast",0,0.86
2020-04-19,"BC","Northern","Northern Interior",1,1.14
2020-04-19,"BC","Northern","Northwest",0,0
2020-04-19,"BC","Northern","Unknown",0,0
2020-04-19,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-04-19,"BC","Vancouver Coastal","All",5,7.57
2020-04-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,1.86
2020-04-19,"BC","Vancouver Coastal","Richmond",0,0.57
2020-04-19,"BC","Vancouver Coastal","Unknown",0,0
2020-04-19,"BC","Vancouver Coastal","Vancouver",4,5.14
2020-04-19,"BC","Vancouver Island","All",1,2.14
2020-04-19,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-19,"BC","Vancouver Island","North Vancouver Island",1,1.86
2020-04-19,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-04-19,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-04-20,"BC","All","All",44,30.86
2020-04-20,"BC","Fraser","All",31,17
2020-04-20,"BC","Fraser","Fraser East",9,8.29
2020-04-20,"BC","Fraser","Fraser North",16,6
2020-04-20,"BC","Fraser","Fraser South",6,2.71
2020-04-20,"BC","Fraser","Unknown",0,0
2020-04-20,"BC","Interior","All",1,2.43
2020-04-20,"BC","Interior","East Kootenay",0,0.71
2020-04-20,"BC","Interior","Kootenay Boundary",0,0.29
2020-04-20,"BC","Interior","Okanagan",0,1.14
2020-04-20,"BC","Interior","Thompson Cariboo Shuswap",1,0.29
2020-04-20,"BC","Northern","All",0,1.71
2020-04-20,"BC","Northern","Northeast",0,0.57
2020-04-20,"BC","Northern","Northern Interior",0,1.14
2020-04-20,"BC","Northern","Northwest",0,0
2020-04-20,"BC","Northern","Unknown",0,0
2020-04-20,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-04-20,"BC","Vancouver Coastal","All",5,6.86
2020-04-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.71
2020-04-20,"BC","Vancouver Coastal","Richmond",0,0.29
2020-04-20,"BC","Vancouver Coastal","Unknown",0,0
2020-04-20,"BC","Vancouver Coastal","Vancouver",5,4.86
2020-04-20,"BC","Vancouver Island","All",7,2.86
2020-04-20,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-20,"BC","Vancouver Island","North Vancouver Island",7,2.57
2020-04-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-04-20,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-04-21,"BC","All","All",53,32.71
2020-04-21,"BC","Fraser","All",17,17
2020-04-21,"BC","Fraser","Fraser East",4,6.71
2020-04-21,"BC","Fraser","Fraser North",8,6.86
2020-04-21,"BC","Fraser","Fraser South",5,3.43
2020-04-21,"BC","Fraser","Unknown",0,0
2020-04-21,"BC","Interior","All",1,1.86
2020-04-21,"BC","Interior","East Kootenay",0,0.57
2020-04-21,"BC","Interior","Kootenay Boundary",0,0.14
2020-04-21,"BC","Interior","Okanagan",0,0.71
2020-04-21,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-04-21,"BC","Northern","All",0,1.29
2020-04-21,"BC","Northern","Northeast",0,0.57
2020-04-21,"BC","Northern","Northern Interior",0,0.71
2020-04-21,"BC","Northern","Northwest",0,0
2020-04-21,"BC","Northern","Unknown",0,0
2020-04-21,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-04-21,"BC","Vancouver Coastal","All",35,10.14
2020-04-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,1.71
2020-04-21,"BC","Vancouver Coastal","Richmond",0,0.14
2020-04-21,"BC","Vancouver Coastal","Unknown",0,0
2020-04-21,"BC","Vancouver Coastal","Vancouver",30,8.29
2020-04-21,"BC","Vancouver Island","All",0,2.43
2020-04-21,"BC","Vancouver Island","Central Vancouver Island",0,0.14
