"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Accommodation services [C222]","Dollars","81","millions","6","v61988999","1.1.1.42","9224","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","115656","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","116329","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","117091","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","119812","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","123241","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","126992","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance and financial services [C23]","Dollars","81","millions","6","v61989000","1.1.1.43","128288","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","29349","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","29611","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","29715","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","29835","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","29908","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","30057","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Insurance [C231]","Dollars","81","millions","6","v61989001","1.1.1.44","30101","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","28874","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","29528","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","28962","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","28990","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","29330","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","30045","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Financial services indirectly measured [C232]","Dollars","81","millions","6","v61989002","1.1.1.45","30309","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","57254","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","57021","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","58222","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","60769","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","63766","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","66637","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other financial services [C233]","Dollars","81","millions","6","v61989003","1.1.1.46","67621","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","59846","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","47272","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","57776","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","58178","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","56606","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","56537","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Miscellaneous goods and services [C24]","Dollars","81","millions","6","v61989004","1.1.1.47","60921","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","26740","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","22321","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","27020","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","26508","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","25951","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","25786","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal care [C241]","Dollars","81","millions","6","v61989005","1.1.1.48","28173","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","7062","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","4636","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","7822","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","7387","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","7079","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","7121","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Personal effects [C242]","Dollars","81","millions","6","v61989006","1.1.1.49","8424","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","15009","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","10379","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","12444","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","13252","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","12568","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","12662","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Social services [C243]","Dollars","81","millions","6","v61989007","1.1.1.50","13484","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","11034","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","10031","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","10692","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","11119","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","11117","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","11062","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other services [C244]","Dollars","81","millions","6","v61989008","1.1.1.51","11014","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","15764","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","-10892","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","-8696","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","-6896","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","-7064","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","-7300","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Net expenditure abroad [C25]","Dollars","81","millions","6","v61989009","1.1.1.52","-4276","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","40416","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","3520","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","4632","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","5504","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","5120","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","4876","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by Canadians abroad [C251]","Dollars","81","millions","6","v61989010","1.1.1.53","9696","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-24652","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-14412","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-13328","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-12400","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-12184","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-12176","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Expenditure by non-residents in Canada [C252]","Dollars","81","millions","6","v61989011","1.1.1.54","-13972","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1166164","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1003922","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1132979","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1136311","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1143343","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1141947","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Household final consumption expenditure [C]","Dollars","81","millions","6","v61989012","1.1.1.55","1189996","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","515597","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","475615","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","553877","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","554940","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","559293","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","546684","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Goods [CG]","Dollars","81","millions","6","v61989013","1.1.1.56","556634","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","140181","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","121670","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","166351","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","166041","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","166764","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","161264","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Durable goods [CD]","Dollars","81","millions","6","v61989014","1.1.1.57","159044","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","80577","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","68950","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","90394","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","87763","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","89659","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","86989","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Semi-durable goods [CSD]","Dollars","81","millions","6","v61989015","1.1.1.58","99138","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","294577","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","284583","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","296744","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","300608","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","302417","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","297958","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-durable goods [CND]","Dollars","81","millions","6","v61989016","1.1.1.59","298934","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","650243","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","529885","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","581928","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","584176","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","586914","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","597647","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services [CS]","Dollars","81","millions","6","v61989017","1.1.1.60","635418","","","","0"


